Part,Name,SupplyKind,TapeKind,TapeWidth,TapePitch,PartCount,Polarity,L,W,T,Number,PartName,Volume,LWTNumber,PartNum
EAN,62791705,Tape and Reel,Tray,12,8,2000,Yes,2.58,1.95,0.6,632,EAN62791705,3.0186,265,31
EAH,63456101,Tape and Reel,Embossed,8,4,3000,Yes,2.6,0.75,0.9,494,EAH63456101,1.755,266,29
EAH,63553801,Tape and Reel,Embossed,8,4,3000,Yes,2.6,1,0.8,495,EAH63553801,2.08,267,29
EAH,64314201,Tape and Reel,Tray,8,4,3000,Yes,2.6,1,1.15,496,EAH64314201,2.99,268,29
EAH,39305803,Tape and Reel,Tray,8,4,3000,Yes,2.6,1.125,1,497,EAH39305803,2.925,269,29
EAW,63323601,Tape and Reel,Embossed,8,4,1000,Yes,2.6,1.95,1.15,1152,EAW63323601,5.8305,270,35
EAP,61828902,Tape and Reel,Embossed,8,4,2000,Yes,2.6,2,0.9,1028,EAP61828902,4.68,271,32
TEA,N2105929,Tape and Reel,Tray,8,4,2000,Yes,2.6,2.4,0.6,1404,TEAN2105929,3.744,272,59
EAP,61948501,Tape and Reel,Tray,8,4,2000,Yes,2.6,2.55,1.8,1029,EAP61948501,11.934,273,32
EAP,61948401,Tape and Reel,Tray,8,4,2000,Yes,2.6,2.55,1.9,1030,EAP61948401,12.597,274,32
EAP,62587502,Tape and Reel,Tray,8,4,2000,Yes,2.6,2.55,1.95,1031,EAP62587502,12.9285,275,32
EAH,61692701,Tape and Reel,Embossed,8,4,3000,Yes,2.61,0.36,0.8,498,EAH61692701,0.75168,276,29
EAW,62263802,Tape and Reel,Embossed,8,4,5000,Yes,2.62,2,0.8,1153,EAW62263802,4.192,277,35
EAW,63643501,Tape and Reel,Embossed,8,4,5000,Yes,2.62,2,0.8,1153,EAW63643501,4.192,277,35
EAW,64250201,Tape and Reel,Embossed,8,4,5000,Yes,2.62,2,0.8,1153,EAW64250201,4.192,277,35
EAN,66272401,Tape and Reel,Tray,12,8,10000,Yes,2.64,4.89,0.85,633,EAN66272401,10.97316,278,31
EAN,66464301,Tape and Reel,Tray,12,4,500,Yes,2.67,2.94,0.6,634,EAN66464301,4.70988,279,31
EAH,63433201,Tape and Reel,Embossed,8,4,3000,Yes,2.69,0.75,0.85,499,EAH63433201,1.714875,280,29
EAP,33701603,Tape and Reel,Embossed,8,4,5000,Yes,2.74,1.5,1,1032,EAP33701603,4.11,281,32
EAN,38670501,Tape and Reel,Embossed,8,4,3000,Yes,2.74,2.21,0.9,635,EAN38670501,5.44986,282,31
EAN,62046401,Tape and Reel,Embossed,8,4,3000,Yes,2.75,2.83,1.1,636,EAN62046401,8.56075,283,31
EAN,66303301,Tape and Reel,Tray,8,4,3000,Yes,2.76,2.4,1.1,637,EAN66303301,7.2864,284,31
EBK,63471701,Tape and Reel,Embossed,8,4,3000,Yes,2.78,2.268,1,1262,EBK63471701,6.30504,285,40
EAN,62890701,Tape and Reel,Embossed,8,4,3000,Yes,2.79,2.28,1.1,638,EAN62890701,6.99732,286,31
EAN,64070001,Tape and Reel,Embossed,12,8,500,Yes,2.799,2.797,0.87,639,EAN64070001,6.81105861,287,31
EBK,61693403,Tape and Reel,Tray,8,4,3000,Yes,2.8,2.268,1,1263,EBK61693403,6.3504,288,40
EBK,63471401,Tape and Reel,Embossed,8,4,3000,Yes,2.8,2.28,0.9,1264,EBK63471401,5.7456,289,40
EBK,64811501,Tape and Reel,Tray,8,4,3000,Yes,2.8,2.28,0.9,1264,EBK64811501,5.7456,289,40
0TR,114000AB,Tape and Reel,Embossed,8,4,3000,Yes,2.8,2.28,1,150,0TR114000AB,6.384,290,23
EAN,65997701,Tape and Reel,Tray,8,4,1000,Yes,2.8,2.4,0.45,640,EAN65997701,3.024,291,31
EAN,57656401,Tape and Reel,Embossed,8,4,3000,Yes,2.8,2.4,0.9,641,EAN57656401,6.048,292,31
EAN,58017701,Tape and Reel,Embossed,8,4,3000,Yes,2.8,2.4,1,642,EAN58017701,6.72,293,31
0IP,MGRH014C,Tape and Reel,Embossed,8,4,4000,Yes,2.8,2.4,1.2,92,0IPMGRH014C,8.064,294,16
EAT,64915004,Tape and Reel,Tray,44,16,500,Yes,2.8,2.9,0.9,1114,EAT64915004,7.308,295,33
EAT,64915005,Tape and Reel,Tray,44,16,500,Yes,2.8,2.9,0.9,1114,EAT64915005,7.308,295,33
EAN,66485001,Tape and Reel,Tray,8,4,1000,Yes,2.8,2.9,1,643,EAN66485001,8.12,296,31
EAN,66399501,Tape and Reel,Embossed,8,4,500,Yes,2.8,2.9,1.45,644,EAN66399501,11.774,297,31
EAN,66248801,Tape and Reel,Tray,8,4,3000,Yes,2.8,3.48,1.45,645,EAN66248801,14.1288,298,31
EBK,62172201,Tape and Reel,Embossed,8,4,5000,Yes,2.82,2.62,0.8,1265,EBK62172201,5.91072,299,40
EAN,64566401,Tape and Reel,Tray,8,4,3000,Yes,2.82,2.93,1,646,EAN64566401,8.2626,300,31
EAN,38671001,Tape and Reel,Embossed,8,4,500,Yes,2.83,2.12,0.9,647,EAN38671001,5.39964,301,31
EAN,57678401,Tape and Reel,Embossed,8,4,3000,Yes,2.83,2.28,1.1,648,EAN57678401,7.09764,302,31
EAN,66303401,Tape and Reel,Tray,8,4,3000,Yes,2.83,2.28,1.1,648,EAN66303401,7.09764,302,31
EAN,62952501,Tape and Reel,Embossed,12,8,1000,Yes,2.84,3,0.82,649,EAN62952501,6.9864,303,31
0CK,226FF56A,Tape and Reel,Embossed,8,4,2000,Yes,2.85,2.15,2.5,58,0CK226FF56A,15.31875,304,10
EAN,66031201,Tape and Reel,Embossed,8,4,3000,Yes,2.85,2.8,0.8,650,EAN66031201,6.384,305,31
EAN,65087101,Tape and Reel,Embossed,12,8,1000,Yes,2.85,2.9,0.75,651,EAN65087101,6.19875,306,31
0TR,144009AH,Tape and Reel,Embossed,8,4,3000,Yes,2.88,2.256,1.05,151,0TR144009AH,6.822144,307,23
0TR,143009BB,Tape and Reel,Embossed,8,4,3000,Yes,2.88,2.304,1,152,0TR143009BB,6.63552,308,23
EAN,64128201,Tape and Reel,Tray,12,8,500,Yes,2.89,6.72,0.9,652,EAN64128201,17.47872,309,31
0TR,RH80005A,Tape and Reel,Embossed,8,4,3000,Yes,2.9,2.16,1.1,153,0TRRH80005A,6.8904,310,23
EAE,65224301,Tape and Reel,Embossed,8,4,2000,Yes,2.9,2.3,2.5,220,EAE65224301,16.675,311,26
EAN,65766201,Tape and Reel,Tray,12,8,1000,Yes,2.9,2.4,0.8,653,EAN65766201,5.568,312,31
EBK,36905101,Tape and Reel,Embossed,8,4,3000,Yes,2.9,2.4,1,1266,EBK36905101,6.96,313,40
EAN,57460901,Tape and Reel,Embossed,8,4,3000,Yes,2.9,2.4,1.2,654,EAN57460901,8.352,314,31
MDS,67554201,Tape and Reel,Tray,12,8,500,Yes,2.9,3.95,5.3,1349,MDS67554201,60.7115,315,54
EAN,62791703,Tape and Reel,Embossed,12,8,2000,Yes,2.92,3.27,0.85,655,EAN62791703,8.11614,316,31
EAM,62153901,Tape and Reel,Embossed,8,4,5000,Yes,2.93,1.4,1,573,EAM62153901,4.102,317,30
EAE,64425301,Tape and Reel,Embossed,12,4,2000,Yes,2.93,2.45,2.52,221,EAE64425301,18.08982,318,26
EAE,65242001,Tape and Reel,Embossed,8,4,2000,Yes,2.93,2.45,2.52,221,EAE65242001,18.08982,318,26
EAN,65967401,Tape and Reel,Tray,12,8,5000,Yes,2.94,2.95,0.8,656,EAN65967401,6.9384,319,31
EAN,66030901,Tape and Reel,Embossed,12,8,1000,Yes,2.945,2,0.85,657,EAN66030901,5.0065,320,31
EAM,58042501,Tape and Reel,Embossed,8,4,5000,Yes,2.95,1.45,1.03,574,EAM58042501,4.405825,321,30
EAN,64311601,Tape and Reel,Embossed,12,8,1000,Yes,2.95,1.95,0.75,658,EAN64311601,4.314375,322,31
EAE,58165801,Tape and Reel,Embossed,8,4,5000,Yes,2.95,2.5,2.6,222,EAE58165801,19.175,323,26
EAN,62891401,Tape and Reel,Embossed,8,4,3000,Yes,2.95,2.9,0.9,659,EAN62891401,7.6995,324,31
EAN,63032601,Tape and Reel,Tray,12,8,5000,Yes,2.95,2.95,0.75,660,EAN63032601,6.526875,325,31
EAN,66047202,Tape and Reel,Embossed,12,8,5000,Yes,2.95,2.95,0.75,660,EAN66047202,6.526875,325,31
EAN,66494401,Tape and Reel,Tray,12,8,2000,Yes,2.95,2.95,1,661,EAN66494401,8.7025,326,31
EAN,66272902,Tape and Reel,Tray,8,4,3000,Yes,2.96,2,0.7,662,EAN66272902,4.144,327,31
EAN,62931901,Tape and Reel,Embossed,8,4,1000,Yes,2.97,2,0.8,663,EAN62931901,4.752,328,31
EAN,65308901,Tape and Reel,Embossed,8,4,1000,Yes,2.97,2.97,0.82,664,EAN65308901,7.233138,329,31
EAN,64256403,Tape and Reel,Embossed,8,4,1000,Yes,2.98,2,0.4,665,EAN64256403,2.384,330,31
EBK,64411901,Tape and Reel,Embossed,8,4,3000,Yes,2.98,2.016,0.9,1267,EBK64411901,5.406912,331,40
EAP,62527201,Tape and Reel,Embossed,8,4,5000,Yes,2.98,2.52,2,1033,EAP62527201,15.0192,332,32
EAN,65066901,Tape and Reel,Embossed,12,8,1000,Yes,2.98,2.97,0.75,666,EAN65066901,6.63795,333,31
EAN,66403401,Tape and Reel,Tray,12,8,5000,Yes,2.98,2.99,0.75,667,EAN66403401,6.68265,334,31
EAP,62527001,Tape and Reel,Embossed,8,4,5000,Yes,2.99,1.18,1.8,1034,EAP62527001,6.35076,335,32
0CK,105EK56A,Tape and Reel,Embossed,8,4,5000,Yes,3,1.4,1.16,59,0CK105EK56A,4.872,336,10
0CZ,ZB00019A,Tape and Reel,Embossed,8,4,5000,Yes,3,1.45,1.5,69,0CZZB00019A,6.525,337,11
0CK,106EF66A,Tape and Reel,Tray,8,4,5000,Yes,3,1.5,1.6,60,0CK106EF66A,7.2,338,10
EAE,63903001,Tape and Reel,Embossed,8,4,5000,Yes,3,1.5,1.6,223,EAE63903001,7.2,338,26
EAE,63742401,Tape and Reel,Embossed,8,4,5000,Yes,3,1.5,1.63,224,EAE63742401,7.335,339,26
EAE,64343301,Tape and Reel,Embossed,8,4,5000,Yes,3,1.5,1.63,224,EAE64343301,7.335,339,26
EAE,64982801,Tape and Reel,Embossed,8,4,5000,Yes,3,1.5,1.63,224,EAE64982801,7.335,339,26
EAE,65226101,Tape and Reel,Embossed,8,4,5000,Yes,3,1.5,1.63,224,EAE65226101,7.335,339,26
EBC,65711401,Tape and Reel,Tray,8,4,5000,Yes,3,1.55,0.75,1210,EBC65711401,3.4875,340,36
EBC,62996203,Tape and Reel,Paper,8,4,5000,Yes,3,1.6,0.5,1211,EBC62996203,2.4,341,36
EBC,63937806,Tape and Reel,Paper,8,4,5000,Yes,3,1.6,0.5,1211,EBC63937806,2.4,341,36
EBC,63138701,Tape and Reel,Paper,8,4,5000,Yes,3,1.6,0.55,1212,EBC63138701,2.64,342,36
EBC,64218706,Tape and Reel,Tray,8,4,5000,Yes,3,1.6,0.55,1212,EBC64218706,2.64,342,36
EAM,62673001,Tape and Reel,Embossed,8,4,5000,Yes,3,1.6,1.2,575,EAM62673001,5.76,343,30
EAN,65087001,Tape and Reel,Tray,12,8,500,Yes,3,2,0.5,668,EAN65087001,3,344,31
EAN,66323101,Tape and Reel,Tray,12,8,500,Yes,3,2,0.5,668,EAN66323101,3,344,31
EAN,66406101,Tape and Reel,Tray,12,8,500,Yes,3,2,0.5,668,EAN66406101,3,344,31
TEA,N2206443,Tape and Reel,Tray,12,4,500,Yes,3,2,0.6,1405,TEAN2206443,3.6,345,59
EAN,64171501,Tape and Reel,Embossed,12,8,1000,Yes,3,2,0.75,669,EAN64171501,4.5,346,31
EAN,66461601,Tape and Reel,Tray,12,8,5000,Yes,3,2,1,670,EAN66461601,6,347,31
TEA,N2104508,Tape and Reel,Embossed,12,8,500,Yes,3,2,1,1406,TEAN2104508,6,347,59
EAW,64246901,Tape and Reel,Tray,8,4,1000,Yes,3,2.1,0.8,1154,EAW64246901,5.04,348,35
EAW,64254902,Tape and Reel,Tray,8,4,1000,Yes,3,2.1,0.8,1154,EAW64254902,5.04,348,35
EAW,64258401,Tape and Reel,Tray,8,4,1000,Yes,3,2.1,0.8,1154,EAW64258401,5.04,348,35
TEA,W2002860,Tape and Reel,Tray,8,4,1000,Yes,3,2.1,0.8,1407,TEAW2002860,5.04,348,59
EAW,61583501,Tape and Reel,Embossed,8,4,1000,Yes,3,2.38,0.8,1155,EAW61583501,5.712,349,35
EAW,61723501,Tape and Reel,Tray,8,4,1000,Yes,3,2.38,1.13,1156,EAW61723501,8.0682,350,35
EAW,63083701,Tape and Reel,Embossed,8,4,1000,Yes,3,2.38,1.13,1156,EAW63083701,8.0682,350,35
EAE,63604201,Tape and Reel,Embossed,8,4,2000,Yes,3,2.4,2.6,225,EAE63604201,18.72,351,26
EAE,63722805,Tape and Reel,Tray,8,4,2000,Yes,3,2.4,2.6,225,EAE63722805,18.72,351,26
EAE,65802202,Tape and Reel,Tray,8,4,2000,Yes,3,2.4,2.6,225,EAE65802202,18.72,351,26
EAE,65802201,Tape and Reel,Embossed,8,4,2000,Yes,3,2.4,2.65,226,EAE65802201,19.08,352,26
EAW,63543501,Tape and Reel,Tray,8,4,1000,Yes,3,2.45,1.1,1157,EAW63543501,8.085,353,35
EAM,65766801,Tape and Reel,Tray,12,4,5000,Yes,3,2.48,1.1,576,EAM65766801,8.184,354,30
EBC,64217804,Tape and Reel,Paper,8,4,5000,Yes,3,2.5,0.55,1213,EBC64217804,4.125,355,36
EBC,64217805,Tape and Reel,Paper,8,4,5000,Yes,3,2.5,0.6,1214,EBC64217805,4.5,356,36
EBC,64335501,Tape and Reel,Tray,8,4,5000,Yes,3,2.5,0.6,1214,EBC64335501,4.5,356,36
EAW,58008901,Tape and Reel,Embossed,8,4,5000,Yes,3,2.5,0.81,1158,EAW58008901,6.075,357,35
EAW,58066301,Tape and Reel,Embossed,8,4,5000,Yes,3,2.5,0.9,1159,EAW58066301,6.75,358,35
EAW,57622701,Tape and Reel,Embossed,8,4,5000,Yes,3,2.5,1.1,1160,EAW57622701,8.25,359,35
EAN,66382001,Tape and Reel,Tray,12,8,1000,Yes,3,2.94,0.75,671,EAN66382001,6.615,360,31
EAN,66450001,Tape and Reel,Tray,12,8,1000,Yes,3,3,0.75,672,EAN66450001,6.75,361,31
EAN,65147602,Tape and Reel,Tray,12,8,5000,Yes,3,3,0.8,673,EAN65147602,7.2,362,31
EAN,65970602,Tape and Reel,Tray,8,4,500,Yes,3,3,0.8,673,EAN65970602,7.2,362,31
EAN,66047201,Tape and Reel,Tray,12,8,5000,Yes,3,3,0.8,673,EAN66047201,7.2,362,31
EAN,66424001,Tape and Reel,Tray,12,8,5000,Yes,3,3,0.8,673,EAN66424001,7.2,362,31
EAN,66424302,Tape and Reel,Embossed,12,8,5000,Yes,3,3,0.8,673,EAN66424302,7.2,362,31
EAN,66468401,Tape and Reel,Embossed,12,8,5000,Yes,3,3,0.8,673,EAN66468401,7.2,362,31
EAN,62213801,Tape and Reel,Embossed,8,4,1000,Yes,3,3,0.82,674,EAN62213801,7.38,363,31
EAN,65048601,Tape and Reel,Tray,12,8,2000,Yes,3,3,1,675,EAN65048601,9,364,31
EAN,66494001,Tape and Reel,Tray,12,8,500,Yes,3,3,1,675,EAN66494001,9,364,31
EAM,62771301,Tape and Reel,Embossed,12,4,5000,Yes,3,3,1.1,577,EAM62771301,9.9,365,30
EAM,62771302,Tape and Reel,Embossed,12,4,5000,Yes,3,3,1.1,577,EAM62771302,9.9,365,30
EAM,62771401,Tape and Reel,Embossed,12,4,1000,Yes,3,3,1.1,577,EAM62771401,9.9,365,30
0CH,7106F611,Tape and Reel,Embossed,8,4,5000,Yes,3,3.15,1.7,39,0CH7106F611,16.065,366,9
EAW,63483501,Tape and Reel,Tray,8,4,4000,Yes,3,3.2,0.7,1161,EAW63483501,6.72,367,35
EAN,66313501,Tape and Reel,Tray,8,4,2000,Yes,3,3.36,1.1,676,EAN66313501,11.088,368,31
EAG,66763201,Tape and Reel,Tray,16,8,500,Yes,3,3.6,1.8,285,EAG66763201,19.44,369,28
EAN,65128001,Tape and Reel,Tray,8,4,3000,Yes,3,4,0.8,677,EAN65128001,9.6,370,31
EAN,66390001,Tape and Reel,Tray,16,12,250,Yes,3,4,0.8,677,EAN66390001,9.6,370,31
EAN,66403301,Tape and Reel,Tray,8,4,3000,Yes,3,4,0.8,677,EAN66403301,9.6,370,31
EAN,66403801,Tape and Reel,Tray,12,8,250,Yes,3,4,0.8,677,EAN66403801,9.6,370,31
EAN,66400002,Tape and Reel,Tray,12,8,500,Yes,3,4.5,1,678,EAN66400002,13.5,371,31
0IP,RP00746A,Tape and Reel,Embossed,12,8,500,Yes,3,4.96,0.85,93,0IPRP00746A,12.648,372,16
EAN,63032501,Tape and Reel,Tray,12,8,500,Yes,3,4.96,0.95,679,EAN63032501,14.136,373,31
EBF,62574501,Tape and Reel,Embossed,12,8,500,Yes,3,6.3,1.3,1231,EBF62574501,24.57,374,37
EAP,62546701,Tape and Reel,Embossed,8,4,5000,Yes,3.01,1.14,1.8,1035,EAP62546701,6.17652,375,32
0RH,0102G622,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,125,0RH0102G622,2.566025,376,19
EBC,63157511,Tape and Reel,Tray,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC63157511,2.566025,376,36
EBC,63937802,Tape and Reel,Tray,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC63937802,2.566025,376,36
EBC,63937805,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC63937805,2.566025,376,36
EBC,64218701,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC64218701,2.566025,376,36
EBC,64218705,Tape and Reel,Tray,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC64218705,2.566025,376,36
EBC,64776102,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC64776102,2.566025,376,36
EBC,65055801,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC65055801,2.566025,376,36
EBC,65055811,Tape and Reel,Paper,8,4,5000,Yes,3.01,1.55,0.55,1215,EBC65055811,2.566025,376,36
EAW,61784301,Tape and Reel,Embossed,8,4,1000,Yes,3.04,2.39,1.15,1162,EAW61784301,8.35544,377,35
EAN,60732703,Tape and Reel,Embossed,8,4,1000,Yes,3.042,2.529,0.82,680,EAN60732703,6.30843876,378,31
0CZ,ZR00028T,Tape and Reel,Embossed,8,4,5000,Yes,3.05,1.55,1.6,70,0CZZR00028T,7.564,379,11
EAE,63264201,Tape and Reel,Embossed,8,4,2000,Yes,3.05,2.45,2.5,227,EAE63264201,18.68125,380,26
EAN,62891601,Tape and Reel,Embossed,12,8,1000,Yes,3.07,3.12,0.55,681,EAN62891601,5.26812,381,31
EAN,64948201,Tape and Reel,Embossed,8,4,1000,Yes,3.075,2.512,0.5,682,EAN64948201,3.8622,382,31
EAN,66272601,Tape and Reel,Embossed,12,8,1000,Yes,3.08,2.52,0.83,683,EAN66272601,6.442128,383,31
EAW,58239608,Tape and Reel,Embossed,8,4,5000,Yes,3.09,2.4,0.7,1163,EAW58239608,5.1912,384,35
EAM,64250601,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.5,1.5,578,EAM64250601,6.975,385,30
EBC,64218702,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.55,0.55,1216,EBC64218702,2.64275,386,36
EBC,64816001,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.55,0.55,1216,EBC64816001,2.64275,386,36
0CK,476EDK6A,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.55,1.6,61,0CK476EDK6A,7.688,387,10
EAP,33701604,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.55,1.8,1036,EAP33701604,8.649,388,32
EBC,63256501,Tape and Reel,Paper,8,4,5000,Yes,3.1,1.6,0.55,1217,EBC63256501,2.728,389,36
EBC,63257801,Tape and Reel,Paper,8,4,5000,Yes,3.1,1.6,0.55,1217,EBC63257801,2.728,389,36
EBC,63937801,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,0.55,1217,EBC63937801,2.728,389,36
EAE,61081701,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.63,228,EAE61081701,8.0848,390,26
EAE,65223501,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.63,228,EAE65223501,8.0848,390,26
EAE,63071125,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,1.7,229,EAE63071125,8.432,391,26
EAE,63263704,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,1.7,229,EAE63263704,8.432,391,26
EAE,64283201,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,1.7,229,EAE64283201,8.432,391,26
EAE,64301601,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE64301601,8.432,391,26
EAE,64563701,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE64563701,8.432,391,26
EAE,64821701,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE64821701,8.432,391,26
EAE,65003101,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,1.7,229,EAE65003101,8.432,391,26
EAE,65201701,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE65201701,8.432,391,26
EAE,65238403,Tape and Reel,Tray,8,4,5000,Yes,3.1,1.6,1.7,229,EAE65238403,8.432,391,26
EAE,65245101,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE65245101,8.432,391,26
EAE,65245201,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE65245201,8.432,391,26
EAE,66250701,Tape and Reel,Embossed,8,4,5000,Yes,3.1,1.6,1.7,229,EAE66250701,8.432,391,26
EAE,38324501,Tape and Reel,Embossed,8,4,1,Yes,3.1,1.6,1.8,230,EAE38324501,8.928,392,26
EAW,61583601,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,0.55,1164,EAW61583601,4.092,393,35
EAW,63183501,Tape and Reel,Tray,8,4,1000,Yes,3.1,2.4,0.6,1165,EAW63183501,4.464,394,35
EAW,36259301,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,0.8,1166,EAW36259301,5.952,395,35
EAW,61703801,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,0.8,1166,EAW61703801,5.952,395,35
EAW,62144201,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,0.8,1166,EAW62144201,5.952,395,35
EAW,63483502,Tape and Reel,Tray,8,4,1000,Yes,3.1,2.4,0.8,1166,EAW63483502,5.952,395,35
EAW,64255701,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,0.8,1166,EAW64255701,5.952,395,35
EAW,62183401,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.4,1.1,1167,EAW62183401,8.184,396,35
EAW,57623801,Tape and Reel,Tray,8,4,1000,Yes,3.1,2.4,1.15,1168,EAW57623801,8.556,397,35
EAV,63332301,Tape and Reel,Embossed,8,4,4000,Yes,3.1,2.4,1.55,1125,EAV63332301,11.532,398,34
EAE,63722802,Tape and Reel,Embossed,8,4,2000,Yes,3.1,2.4,2.5,231,EAE63722802,18.6,399,26
EAE,65223601,Tape and Reel,Embossed,8,4,2000,Yes,3.1,2.4,2.5,231,EAE65223601,18.6,399,26
EAW,63323801,Tape and Reel,Tray,8,4,1000,Yes,3.1,2.45,0.6,1169,EAW63323801,4.557,400,35
EAP,61829301,Tape and Reel,Embossed,8,4,2000,Yes,3.1,2.5,0.85,1037,EAP61829301,6.5875,401,32
EAP,64106002,Tape and Reel,Tray,8,4,2000,Yes,3.1,2.5,0.85,1037,EAP64106002,6.5875,401,32
EAW,63303901,Tape and Reel,Embossed,8,4,1000,Yes,3.1,2.5,0.85,1170,EAW63303901,6.5875,401,35
EAE,66293201,Tape and Reel,Tray,8,4,2000,Yes,3.1,2.5,2.5,232,EAE66293201,19.375,402,26
0CK,476FF56A,Tape and Reel,Embossed,8,4,2000,Yes,3.11,2.36,2.5,62,0CK476FF56A,18.349,403,10
EBK,64953201,Tape and Reel,Tray,12,8,5000,Yes,3.11,3.61,0.8,1268,EBK64953201,8.98168,404,40
EAE,64383401,Tape and Reel,Embossed,8,4,5000,Yes,3.12,1.54,1.6,233,EAE64383401,7.68768,405,26
EAE,65238401,Tape and Reel,Tray,8,4,5000,Yes,3.12,1.54,1.6,233,EAE65238401,7.68768,405,26
EAW,61,Tape and Reel,Embossed,12,4,2000,Yes,3.15,1.47,0.75,1171,EAW61,3.472875,406,35
EAE,66284001,Tape and Reel,Tray,8,4,5000,Yes,3.15,1.52,1.8,234,EAE66284001,8.6184,407,26
EAE,64301901,Tape and Reel,Embossed,8,4,5000,Yes,3.15,1.55,1.6,235,EAE64301901,7.812,408,26
EBC,63256601,Tape and Reel,Paper,8,4,5000,Yes,3.15,1.6,0.55,1218,EBC63256601,2.772,409,36
EAE,64801501,Tape and Reel,Tray,8,4,5000,Yes,3.15,1.6,1.65,236,EAE64801501,8.316,410,26
EAN,65045901,Tape and Reel,Tray,8,4,3000,Yes,3.15,1.8,0.75,684,EAN65045901,4.2525,411,31
EAE,64461501,Tape and Reel,Embossed,8,4,2000,Yes,3.15,2.32,2.5,237,EAE64461501,18.27,412,26
0CK,106FF56A,Tape and Reel,Embossed,8,4,2000,Yes,3.15,2.4,2,63,0CK106FF56A,15.12,413,10
EAW,60716501,Tape and Reel,Tray,8,4,5000,Yes,3.15,2.45,0.65,1172,EAW60716501,5.016375,414,35
EBC,63717601,Tape and Reel,Paper,8,4,5000,Yes,3.15,2.5,0.55,1219,EBC63717601,4.33125,415,36
EBC,63717701,Tape and Reel,Paper,8,4,5000,Yes,3.15,2.6,0.55,1220,EBC63717701,4.5045,416,36
EAG,65770601,Tape and Reel,Embossed,12,4,5000,Yes,3.19,3.09,1.3,286,EAG65770601,12.81423,417,28
EAN,30516602,Tape and Reel,Tray,12,8,500,Yes,3.19,4.93,0.9,685,EAN30516602,14.15403,418,31
EBC,62035647,Tape and Reel,Tray,8,4,5000,Yes,3.2,1.55,0.75,1221,EBC62035647,3.72,419,36
EBC,62015608,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.38,1222,EBC62015608,1.9456,420,36
EBC,62015609,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.38,1222,EBC62015609,1.9456,420,36
EBC,63937809,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.5,1223,EBC63937809,2.56,421,36
0RH,0000E622,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,126,0RH0000E622,2.816,422,19
0RH,0000G622,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,126,0RH0000G622,2.816,422,19
0RH,0101G622,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,126,0RH0101G622,2.816,422,19
EBC,62015610,Tape and Reel,Tray,8,4,5000,Yes,3.2,1.6,0.55,1224,EBC62015610,2.816,422,36
EBC,62524002,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,1224,EBC62524002,2.816,422,36
EBC,63139401,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,1224,EBC63139401,2.816,422,36
EBC,63157502,Tape and Reel,Paper,8,4,5000,Yes,3.2,1.6,0.55,1224,EBC63157502,2.816,422,36
